10368,36,29,0,368,0,348,20,368
10656,37,29,0,368,0,348,20,368
10944,38,29,0,368,0,348,20,368
11232,39,28,0,369,0,348,21,369
11520,40,28,0,369,0,348,21,369
11808,41,28,0,369,0,348,21,369
12096,42,27,0,370,0,348,22,370
12384,43,27,0,370,0,348,22,370
12672,44,26,0,371,0,348,23,371
12960,45,25,0,372,0,348,24,372
13248,46,25,0,372,0,348,24,372
13536,47,24,0,373,0,348,25,373
13824,48,24,0,373,0,348,25,373
14112,49,24,0,373,0,348,25,373
14400,50,24,0,373,0,348,25,373
14688,51,24,0,373,0,348,25,373
14976,52,24,0,373,0,348,25,373
15264,53,22,0,375,0,348,27,375
15552,54,21,0,376,0,348,28,376
15840,55,21,0,376,0,348,28,376
16128,56,21,0,376,0,348,28,376
16416,57,21,0,376,0,348,28,376
16704,58,20,0,377,0,348,29,377
16992,59,19,0,378,0,348,30,378
17280,60,19,0,378,0,348,30,378
0,0,397,0,0,0,0,0,0
0,0,397,0,0,0,0,0,0
288,1,358,0,39,0,39,0,39
576,2,318,0,79,0,78,1,79
864,3,279,0,118,0,117,1,118
1152,4,240,0,157,0,156,1,157
1440,5,199,0,198,0,195,3,198
1728,6,157,0,240,0,234,6,240
2016,7,118,0,279,0,273,6,279
2304,8,78,0,319,0,312,7,319
2592,9,42,0,355,0,347,8,355
2880,10,42,0,355,0,347,8,355
3168,11,42,0,355,0,347,8,355
3456,12,42,0,355,0,347,8,355
3744,13,40,0,357,0,347,10,357
4032,14,40,0,357,0,347,10,357
4320,15,40,0,357,0,347,10,357
4608,16,40,0,357,0,347,10,357
4896,17,40,0,357,0,347,10,357
5184,18,40,0,357,0,347,10,357
5472,19,40,0,357,0,347,10,357
5760,20,40,0,357,0,347,10,357
6048,21,40,0,357,0,347,10,357
6336,22,40,0,357,0,347,10,357
6624,23,40,0,357,0,347,10,357
6912,24,40,0,357,0,347,10,357
7200,25,40,0,357,0,347,10,357
7488,26,39,0,358,0,347,11,358
7776,27,39,0,358,0,347,11,358
8064,28,38,0,359,0,347,12,359
8352,29,37,0,360,0,347,13,360
8640,30,37,0,360,0,347,13,360
8928,31,37,0,360,0,347,13,360
9216,32,37,0,360,0,347,13,360
9504,33,37,0,360,0,347,13,360
9792,34,37,0,360,0,347,13,360
10080,35,37,0,360,0,347,13,360
10368,36,35,0,362,0,347,15,362
10656,37,35,0,362,0,347,15,362
10944,38,35,0,362,0,347,15,362
11232,39,34,0,363,0,347,16,363
11520,40,33,0,364,0,347,17,364
11808,41,31,0,366,0,347,19,366
12096,42,31,0,366,0,347,19,366
12384,43,31,0,366,0,347,19,366
12672,44,30,0,367,0,347,20,367
12960,45,30,0,367,0,347,20,367
13248,46,29,0,368,0,347,21,368
13536,47,29,0,368,0,347,21,368
13824,48,28,0,369,0,347,22,369
14112,49,28,0,369,0,347,22,369
14400,50,28,0,369,0,347,22,369
14688,51,28,0,369,0,347,22,369
14976,52,28,0,369,0,347,22,369
15264,53,28,0,369,0,347,22,369
15552,54,28,0,369,0,347,22,369
15840,55,28,0,369,0,347,22,369
16128,56,27,0,370,0,347,23,370
16416,57,26,0,371,0,348,23,371
16704,58,26,0,371,0,348,23,371
16992,59,26,0,371,0,348,23,371
17280,60,25,0,372,0,348,24,372
